order_id,customer_id,order_date,order_status,sales_channel,warehouse_id,shipping_address,billing_address,coupon_id,campaign_id,subtotal,discount_amount,shipping_fee,tax_amount,total_amount,payment_status,fulfillment_status,expected_delivery_date,cancellation_date,cancellation_reason,created_at,updated_at,confirmed_at,packed_at
ORD117988,CUST003620,30-01-2025,Cancelled,Marketplace,WH007,"House 22, Ring Road, Vijay Vihar, Warangal, Telangana - 506004, India","House 22, Ring Road, Vijay Vihar, Warangal, Telangana - 506004, India",COUP102,NULL,3796,0,0,683.28,4479.28,Paid,Cancelled,02-02-2025,30-01-2025,Customer requested,30-01-2025 23:17,31-01-2025 00:44,30-01-2025 23:18,31-01-2025 00:44
ORD075452,CUST015067,08-11-2023,Cancelled,Website,WH005,"House 692, Ring Road, Vijay Vihar, Ahmedabad, Gujarat - 380001, India","House 692, Ring Road, Vijay Vihar, Ahmedabad, Gujarat - 380001, India",NULL,NULL,1798,0,0,323.64,2121.64,Paid,Cancelled,12-11-2023,08-11-2023,Payment issue,08-11-2023 14:01,08-11-2023 15:47,08-11-2023 14:02,08-11-2023 15:47
ORD059678,CUST011910,27-11-2025,Cancelled,Website,WH016,"House 632, Ring Road, Vijay Vihar, Ujjain, Madhya Pradesh - 456005, India","House 632, Ring Road, Vijay Vihar, Ujjain, Madhya Pradesh - 456005, India",NULL,NULL,1347,0,0,242.46,1589.46,Paid,Cancelled,01-12-2025,27-11-2025,Customer requested,27-11-2025 05:09,27-11-2025 05:09,NULL,NULL
ORD070377,CUST014086,30-05-2025,Cancelled,Website,WH013,"House 906, Ring Road, Vijay Vihar, Mumbai, Maharashtra - 400002, India","House 906, Ring Road, Vijay Vihar, Mumbai, Maharashtra - 400002, India",NULL,NULL,195,0,0,35.1,230.1,Paid,Cancelled,02-06-2025,30-05-2025,Duplicate order,30-05-2025 18:00,30-05-2025 19:07,30-05-2025 18:01,30-05-2025 19:07
ORD057018,CUST011388,01-12-2024,Cancelled,Marketplace,WH005,"House 673, Ring Road, Vijay Vihar, Mumbai, Maharashtra - 400005, India","House 673, Ring Road, Vijay Vihar, Mumbai, Maharashtra - 400005, India",NULL,NULL,54999,0,0,9899.82,64898.82,NULL,Cancelled,06-12-2024,01-12-2024,Payment issue,01-12-2024 22:56,02-12-2024 00:17,01-12-2024 22:57,02-12-2024 00:17
ORD032439,CUST006511,19-09-2025,Cancelled,Website,WH002,"House 212, Ring Road, Vijay Vihar, Kanpur, Uttar Pradesh - 208003, India","House 212, Ring Road, Vijay Vihar, Kanpur, Uttar Pradesh - 208003, India",COUP050,NULL,1439.1,159.9,0,259.04,1698.14,Paid,Cancelled,24-09-2025,19-09-2025,Duplicate order,19-09-2025 13:12,19-09-2025 16:15,19-09-2025 13:13,19-09-2025 16:15
ORD055564,CUST011094,09-11-2023,Cancelled,Website,WH001,"House 782, Ring Road, Vijay Vihar, Mumbai, Maharashtra - 400004, India","House 782, Ring Road, Vijay Vihar, Mumbai, Maharashtra - 400004, India",NULL,NULL,3798,0,0,683.64,4481.64,Paid,Cancelled,12-11-2023,09-11-2023,Customer requested,09-11-2023 12:48,09-11-2023 19:20,09-11-2023 12:49,09-11-2023 19:20
ORD094520,CUST018980,12-10-2023,Cancelled,Website,WH002,"House 871, Ring Road, Vijay Vihar, Bengaluru, Karnataka - 560005, India","Flat 1906, Lotus Residency, Temple Road, Orchid Apartments, Bengaluru, Karnataka - 560005, India",COUP138,NULL,85198,300,0,15335.64,100533.64,Paid,Cancelled,17-10-2023,12-10-2023,Delivery delay,12-10-2023 18:39,12-10-2023 19:31,12-10-2023 18:40,12-10-2023 19:31
ORD061193,CUST012219,26-09-2025,Cancelled,Website,WH007,"House 487, Ring Road, Vijay Vihar, Madurai, Tamil Nadu - 625005, India","House 487, Ring Road, Vijay Vihar, Madurai, Tamil Nadu - 625005, India",NULL,NULL,2499,0,0,449.82,2948.82,Paid,Cancelled,01-10-2025,26-09-2025,Fraud/Risk,26-09-2025 21:32,26-09-2025 21:32,NULL,NULL
ORD124153,CUST004846,27-05-2025,Cancelled,Marketplace,WH026,"House 730, Ring Road, Vijay Vihar, Agra, Uttar Pradesh - 282001, India","House 730, Ring Road, Vijay Vihar, Agra, Uttar Pradesh - 282001, India",COUP107,NULL,923,0,0,166.14,1089.14,Paid,Cancelled,01-06-2025,27-05-2025,Duplicate order,27-05-2025 20:25,27-05-2025 22:14,27-05-2025 20:26,27-05-2025 22:14
ORD005670,CUST001152,03-09-2024,Cancelled,Marketplace,WH026,"House 14, Ring Road, Vijay Vihar, Agra, Uttar Pradesh - 282005, India","House 14, Ring Road, Vijay Vihar, Agra, Uttar Pradesh - 282005, India",COUP155,NULL,232687,300,0,41883.66,274570.66,Paid,Cancelled,07-09-2024,03-09-2024,Payment issue,03-09-2024 08:39,03-09-2024 08:39,NULL,NULL
ORD074412,CUST014876,10-03-2025,Cancelled,Website,WH001,"House 110, Ring Road, Vijay Vihar, Vadodara, Gujarat - 390005, India","House 110, Ring Road, Vijay Vihar, Vadodara, Gujarat - 390005, India",NULL,CAMP036,95498,0,0,17189.64,112687.64,Paid,Cancelled,11-03-2025,10-03-2025,Customer requested,10-03-2025 23:15,11-03-2025 01:50,10-03-2025 23:16,11-03-2025 01:50
ORD031481,CUST006327,12-11-2024,Cancelled,Mobile App,WH017,"House 692, Ring Road, Vijay Vihar, Kolkata, West Bengal - 700005, India","House 692, Ring Road, Vijay Vihar, Kolkata, West Bengal - 700005, India",NULL,NULL,349,0,0,62.82,411.82,NULL,Cancelled,17-11-2024,12-11-2024,Other,12-11-2024 18:38,12-11-2024 19:22,12-11-2024 18:39,12-11-2024 19:22
ORD083065,CUST016621,25-08-2025,Cancelled,Website,WH016,"House 324, Ring Road, Vijay Vihar, Raipur, Chhattisgarh - 492003, India","House 324, Ring Road, Vijay Vihar, Raipur, Chhattisgarh - 492003, India",NULL,NULL,14995,0,0,2699.1,17694.1,Paid,Cancelled,28-08-2025,25-08-2025,Customer requested,25-08-2025 15:50,25-08-2025 16:27,25-08-2025 15:51,25-08-2025 16:27
ORD022123,CUST004438,30-06-2025,Cancelled,Website,WH018,"House 892, Ring Road, Vijay Vihar, Thiruvananthapuram, Kerala - 695002, India","House 892, Ring Road, Vijay Vihar, Thiruvananthapuram, Kerala - 695002, India",COUP108,NULL,51699,300,0,9305.82,61004.82,Paid,Cancelled,03-07-2025,30-06-2025,Customer requested,30-06-2025 21:25,30-06-2025 22:24,30-06-2025 21:26,30-06-2025 22:24
ORD039246,CUST007867,04-03-2024,Cancelled,Mobile App,WH002,"House 548, Ring Road, Vijay Vihar, Jalandhar, Punjab - 144005, India","House 548, Ring Road, Vijay Vihar, Jalandhar, Punjab - 144005, India",COUP184,NULL,509,0,0,91.62,600.62,Paid,Cancelled,06-03-2024,04-03-2024,Customer requested,04-03-2024 14:48,04-03-2024 14:48,NULL,NULL
ORD102363,CUST000486,24-03-2025,Cancelled,Website,WH027,"House 614, Ring Road, Vijay Vihar, Navi Mumbai, Maharashtra - 400615, India","House 614, Ring Road, Vijay Vihar, Navi Mumbai, Maharashtra - 400615, India",NULL,NULL,2094,0,0,376.92,2470.92,NULL,Cancelled,28-03-2025,24-03-2025,Payment issue,24-03-2025 11:48,24-03-2025 11:48,NULL,NULL
ORD105243,CUST001071,15-09-2023,Cancelled,Website,WH029,"House 569, Ring Road, Vijay Vihar, Asansol, West Bengal - 713302, India","House 569, Ring Road, Vijay Vihar, Asansol, West Bengal - 713302, India",NULL,NULL,22999,0,0,4139.82,27138.82,NULL,Cancelled,17-09-2023,15-09-2023,Customer requested,15-09-2023 15:01,15-09-2023 16:22,15-09-2023 15:02,15-09-2023 16:22
ORD057933,CUST011553,10-01-2024,Cancelled,Website,WH021,"House 895, Ring Road, Vijay Vihar, Noida, Uttar Pradesh - 201301, India","House 895, Ring Road, Vijay Vihar, Noida, Uttar Pradesh - 201301, India",NULL,NULL,997,0,0,179.46,1176.46,Paid,Cancelled,13-01-2024,10-01-2024,Payment issue,10-01-2024 04:31,10-01-2024 07:35,10-01-2024 04:32,10-01-2024 07:35
ORD051289,CUST010254,08-04-2024,Cancelled,Mobile App,WH002,"House 516, Ring Road, Vijay Vihar, Gorakhpur, Uttar Pradesh - 273003, India","House 516, Ring Road, Vijay Vihar, Gorakhpur, Uttar Pradesh - 273003, India",NULL,NULL,749,0,0,134.82,883.82,Paid,Cancelled,11-04-2024,09-04-2024,Out of stock,08-04-2024 10:15,09-04-2024 07:09,08-04-2024 11:30,09-04-2024 07:09
ORD098798,CUST019829,15-07-2024,Cancelled,Marketplace,WH023,"House 353, Ring Road, Vijay Vihar, Ahmedabad, Gujarat - 380005, India","House 353, Ring Road, Vijay Vihar, Ahmedabad, Gujarat - 380005, India",NULL,NULL,1598,0,0,287.64,1885.64,Paid,Cancelled,21-07-2024,15-07-2024,Duplicate order,15-07-2024 21:25,15-07-2024 21:25,NULL,NULL
ORD052740,CUST010553,03-06-2024,Cancelled,Mobile App,WH007,"House 863, Ring Road, Vijay Vihar, Tumakuru, Karnataka - 572105, India","House 429, Sector Road, Skyline Residency, Tumakuru, Karnataka - 572105, India",COUP075,NULL,1882.75,332.25,0,338.9,2221.65,Paid,Cancelled,05-06-2024,03-06-2024,Delivery delay,03-06-2024 14:12,03-06-2024 15:15,03-06-2024 14:13,03-06-2024 15:15
ORD058213,CUST011612,06-04-2024,Cancelled,Marketplace,WH009,"House 688, Ring Road, Vijay Vihar, New Delhi, Delhi - 110005, India","House 688, Ring Road, Vijay Vihar, New Delhi, Delhi - 110005, India",COUP149,NULL,90,0,0,16.2,106.2,Paid,Cancelled,10-04-2024,06-04-2024,Duplicate order,06-04-2024 21:36,06-04-2024 23:06,06-04-2024 21:37,06-04-2024 23:06
ORD071813,CUST014371,03-10-2023,Cancelled,Mobile App,WH006,"House 312, Ring Road, Vijay Vihar, Bhubaneswar, Odisha - 751001, India","House 312, Ring Road, Vijay Vihar, Bhubaneswar, Odisha - 751001, India",NULL,NULL,29999,0,0,5399.82,35398.82,NULL,Cancelled,07-10-2023,03-10-2023,Payment issue,03-10-2023 17:56,03-10-2023 18:44,03-10-2023 17:57,03-10-2023 18:44
ORD089909,CUST018022,08-11-2023,Cancelled,Website,WH018,"House 646, Ring Road, Vijay Vihar, Mysuru, Karnataka - 570004, India","House 972, Hospital Road, Green Park, Mysuru, Karnataka - 570004, India",NULL,CAMP014,12196,0,0,2195.28,14391.28,Paid,Cancelled,10-11-2023,08-11-2023,Out of stock,08-11-2023 04:02,08-11-2023 05:39,08-11-2023 04:03,08-11-2023 05:39
ORD074260,CUST014848,13-02-2024,Cancelled,Website,WH016,"House 813, Ring Road, Vijay Vihar, Gwalior, Madhya Pradesh - 474005, India","House 813, Ring Road, Vijay Vihar, Gwalior, Madhya Pradesh - 474005, India",NULL,NULL,6999,0,0,1259.82,8258.82,NULL,Cancelled,14-02-2024,13-02-2024,Changed mind,13-02-2024 18:40,13-02-2024 20:26,13-02-2024 18:41,13-02-2024 20:26
ORD084704,CUST016945,06-01-2025,Cancelled,Mobile App,WH008,"House 176, Ring Road, Vijay Vihar, Rajkot, Gujarat - 360001, India","House 764, Shivaji Road, Sanjay Nagar, Rajkot, Gujarat - 360001, India",NULL,NULL,649,0,0,116.82,765.82,NULL,Cancelled,08-01-2025,06-01-2025,Payment issue,06-01-2025 08:48,06-01-2025 09:57,06-01-2025 08:49,06-01-2025 09:57
ORD013997,CUST002841,27-04-2023,Cancelled,Mobile App,WH012,"House 146, Ring Road, Vijay Vihar, Vijayawada, Andhra Pradesh - 520001, India","House 146, Ring Road, Vijay Vihar, Vijayawada, Andhra Pradesh - 520001, India",NULL,NULL,39999,0,0,7199.82,47198.82,Paid,Cancelled,02-05-2023,27-04-2023,Customer requested,27-04-2023 08:44,27-04-2023 18:33,27-04-2023 08:45,27-04-2023 18:33
ORD026547,CUST005323,30-04-2023,Cancelled,Website,WH009,"House 98, Ring Road, Vijay Vihar, Gurugram, Haryana - 122003, India","House 98, Ring Road, Vijay Vihar, Gurugram, Haryana - 122003, India",NULL,NULL,26304,0,0,4734.72,31038.72,Paid,Cancelled,02-05-2023,01-05-2023,Product information issue,30-04-2023 22:07,01-05-2023 15:02,30-04-2023 22:23,01-05-2023 15:02
ORD121199,CUST004263,30-09-2023,Cancelled,Mobile App,WH013,"House 892, Ring Road, Vijay Vihar, Thane, Maharashtra - 400603, India","House 892, Ring Road, Vijay Vihar, Thane, Maharashtra - 400603, India",NULL,CAMP013,1599,0,0,287.82,1886.82,Paid,Cancelled,05-10-2023,30-09-2023,Delivery delay,30-09-2023 03:13,30-09-2023 08:56,30-09-2023 03:14,30-09-2023 08:56
ORD014409,CUST002922,26-11-2025,Cancelled,Marketplace,WH002,"House 808, Ring Road, Vijay Vihar, Lucknow, Uttar Pradesh - 226004, India","House 808, Ring Road, Vijay Vihar, Lucknow, Uttar Pradesh - 226004, India",NULL,NULL,29900,0,0,5382,35282,Paid,Cancelled,28-11-2025,26-11-2025,Changed mind,26-11-2025 22:52,27-11-2025 05:45,26-11-2025 22:53,27-11-2025 05:45
ORD060950,CUST012162,26-08-2024,Cancelled,Marketplace,WH011,"House 629, Ring Road, Vijay Vihar, Korba, Chhattisgarh - 495681, India","House 629, Ring Road, Vijay Vihar, Korba, Chhattisgarh - 495681, India",NULL,NULL,2299,0,0,413.82,2712.82,Paid,Cancelled,29-08-2024,26-08-2024,Changed mind,26-08-2024 23:24,27-08-2024 03:22,26-08-2024 23:25,27-08-2024 03:22
ORD010121,CUST002053,28-04-2024,Cancelled,Website,WH026,"House 698, Ring Road, Vijay Vihar, Jammu, Jammu & Kashmir - 180003, India","House 698, Ring Road, Vijay Vihar, Jammu, Jammu & Kashmir - 180003, India",COUP073,NULL,299,0,0,53.82,352.82,Paid,Cancelled,30-04-2024,28-04-2024,Payment issue,28-04-2024 18:38,28-04-2024 21:26,28-04-2024 18:39,28-04-2024 21:26
ORD117604,CUST003541,12-12-2025,Cancelled,Website,WH011,"House 389, Ring Road, Vijay Vihar, Indore, Madhya Pradesh - 452004, India","House 389, Ring Road, Vijay Vihar, Indore, Madhya Pradesh - 452004, India",COUP100,NULL,599,0,0,107.82,706.82,Paid,Cancelled,14-12-2025,12-12-2025,Fraud/Risk,12-12-2025 22:07,13-12-2025 00:07,12-12-2025 22:08,13-12-2025 00:07
